code,name,category_name,brand_name,model,serial_number,description,condition
AST00733,"Epson Accessories Premium",Accessories,Epson,"Premium 9401",SN00000733,"Professional grade - Unit 733",good
AST00734,"Epson Computers Standard",Computers,Epson,"Standard 5049",SN00000734,"Compact model - Unit 734",damage
AST00735,"Apple Audio Pro",Audio,Apple,"Pro 7746",SN00000735,"Industrial equipment - Unit 735",good
AST00736,"Razer Storage Lite",Storage,Razer,"Lite 9850",SN00000736,"Reliable office equipment - Unit 736",damage
AST00737,"Microsoft Accessories Plus",Accessories,Microsoft,"Plus 5481",SN00000737,"Industrial equipment - Unit 737",good
AST00738,"Canon Networking Plus",Networking,Canon,"Plus 3095",SN00000738,"High-performance device - Unit 738",damage
AST00739,"Canon Projectors Max",Projectors,Canon,"Max 2560",SN00000739,"Compact model - Unit 739",damage
AST00740,"Apple Audio Advanced",Audio,Apple,"Advanced 3621",SN00000740,"Industrial equipment - Unit 740",damage
AST00741,"Lenovo Cameras Standard",Cameras,Lenovo,"Standard 5952",SN00000741,"Desktop unit - Unit 741",good
AST00742,"Samsung Networking Max",Networking,Samsung,"Max 8046",SN00000742,"Consumer grade - Unit 742",damage
AST00743,"Microsoft Accessories Basic",Accessories,Microsoft,"Basic 4530",SN00000743,"Industrial equipment - Unit 743",damage
AST00744,"Lenovo Monitors Plus",Monitors,Lenovo,"Plus 8175",SN00000744,"Professional grade - Unit 744",good
AST00745,"Logitech Projectors Pro",Projectors,Logitech,"Pro 7269",SN00000745,"Enterprise solution - Unit 745",damage
AST00746,"Dell Computers Pro",Computers,Dell,"Pro 2008",SN00000746,"Industrial equipment - Unit 746",good
AST00747,"Microsoft Peripherals Premium",Peripherals,Microsoft,"Premium 2243",SN00000747,"Professional grade - Unit 747",damage
AST00748,"Razer Computers Max",Computers,Razer,"Max 5138",SN00000748,"Reliable office equipment - Unit 748",damage
AST00749,"Logitech Monitors Lite",Monitors,Logitech,"Lite 4767",SN00000749,"Compact model - Unit 749",damage
AST00750,"Lenovo Printers Max",Printers,Lenovo,"Max 4164",SN00000750,"Consumer grade - Unit 750",good
AST00751,"Apple Monitors Advanced",Monitors,Apple,"Advanced 1706",SN00000751,"Industrial equipment - Unit 751",damage
AST00752,"HP Accessories Pro",Accessories,HP,"Pro 1484",SN00000752,"Industrial equipment - Unit 752",damage
AST00753,"HP Monitors Basic",Monitors,HP,"Basic 7906",SN00000753,"Compact model - Unit 753",good
AST00754,"Dell Accessories Standard",Accessories,Dell,"Standard 2898",SN00000754,"Enterprise solution - Unit 754",damage
AST00755,"Lenovo Storage Plus",Storage,Lenovo,"Plus 7639",SN00000755,"Professional grade - Unit 755",damage
AST00756,"Apple Printers Ultra",Printers,Apple,"Ultra 7528",SN00000756,"Budget friendly - Unit 756",damage
AST00757,"HP Computers Basic",Computers,HP,"Basic 9135",SN00000757,"Consumer grade - Unit 757",good
AST00758,"Dell Monitors Premium",Monitors,Dell,"Premium 8365",SN00000758,"Desktop unit - Unit 758",damage
AST00759,"Lenovo Networking Deluxe",Networking,Lenovo,"Deluxe 4778",SN00000759,"Compact model - Unit 759",damage
AST00760,"Corsair Monitors Pro",Monitors,Corsair,"Pro 4959",SN00000760,"Professional grade - Unit 760",damage
AST00761,"Canon Storage Lite",Storage,Canon,"Lite 6605",SN00000761,"Consumer grade - Unit 761",damage
AST00762,"Acer Monitors Advanced",Monitors,Acer,"Advanced 9887",SN00000762,"Consumer grade - Unit 762",good
AST00763,"Samsung Networking Basic",Networking,Samsung,"Basic 8658",SN00000763,"Enterprise solution - Unit 763",damage
AST00764,"Epson Audio Advanced",Audio,Epson,"Advanced 7009",SN00000764,"Budget friendly - Unit 764",damage
AST00765,"Razer Projectors Max",Projectors,Razer,"Max 5697",SN00000765,"Industrial equipment - Unit 765",good
AST00766,"Apple Accessories Max",Accessories,Apple,"Max 6199",SN00000766,"Industrial equipment - Unit 766",good
AST00767,"Microsoft Accessories Max",Accessories,Microsoft,"Max 6763",SN00000767,"High-performance device - Unit 767",good
AST00768,"Epson Peripherals Advanced",Peripherals,Epson,"Advanced 3418",SN00000768,"Industrial equipment - Unit 768",good
AST00769,"HP Networking Deluxe",Networking,HP,"Deluxe 9524",SN00000769,"Budget friendly - Unit 769",damage
AST00770,"Lenovo Cameras Plus",Cameras,Lenovo,"Plus 1021",SN00000770,"Portable device - Unit 770",good
AST00771,"LG Audio Max",Audio,LG,"Max 2585",SN00000771,"Portable device - Unit 771",good
AST00772,"LG Monitors Max",Monitors,LG,"Max 3278",SN00000772,"Industrial equipment - Unit 772",good
AST00773,"Logitech Peripherals Premium",Peripherals,Logitech,"Premium 8916",SN00000773,"Professional grade - Unit 773",damage
AST00774,"Samsung Storage Pro",Storage,Samsung,"Pro 7355",SN00000774,"Compact model - Unit 774",damage
AST00775,"Corsair Audio Lite",Audio,Corsair,"Lite 9082",SN00000775,"Budget friendly - Unit 775",good
AST00776,"Dell Storage Plus",Storage,Dell,"Plus 4490",SN00000776,"Industrial equipment - Unit 776",damage
AST00777,"HP Storage Deluxe",Storage,HP,"Deluxe 4168",SN00000777,"Reliable office equipment - Unit 777",good
AST00778,"Epson Printers Plus",Printers,Epson,"Plus 8099",SN00000778,"Enterprise solution - Unit 778",good
AST00779,"Netgear Networking Deluxe",Networking,Netgear,"Deluxe 6628",SN00000779,"Professional grade - Unit 779",damage
AST00780,"Lenovo Printers Basic",Printers,Lenovo,"Basic 9999",SN00000780,"Enterprise solution - Unit 780",damage
AST00781,"Canon Storage Basic",Storage,Canon,"Basic 5528",SN00000781,"Portable device - Unit 781",damage
AST00782,"Canon Audio Deluxe",Audio,Canon,"Deluxe 7883",SN00000782,"High-performance device - Unit 782",good
AST00783,"Netgear Printers Max",Printers,Netgear,"Max 6093",SN00000783,"Industrial equipment - Unit 783",damage
AST00784,"Acer Projectors Ultra",Projectors,Acer,"Ultra 5934",SN00000784,"Industrial equipment - Unit 784",good
AST00785,"Dell Projectors Deluxe",Projectors,Dell,"Deluxe 2010",SN00000785,"Portable device - Unit 785",damage
AST00786,"HP Cameras Basic",Cameras,HP,"Basic 7920",SN00000786,"Desktop unit - Unit 786",good
AST00787,"Canon Audio Pro",Audio,Canon,"Pro 6554",SN00000787,"Consumer grade - Unit 787",damage
AST00788,"Acer Accessories Ultra",Accessories,Acer,"Ultra 8231",SN00000788,"Compact model - Unit 788",damage
AST00789,"HP Projectors Basic",Projectors,HP,"Basic 4556",SN00000789,"Portable device - Unit 789",damage
AST00790,"HP Accessories Plus",Accessories,HP,"Plus 9122",SN00000790,"Enterprise solution - Unit 790",good
AST00791,"ASUS Audio Basic",Audio,ASUS,"Basic 5642",SN00000791,"Reliable office equipment - Unit 791",damage
AST00792,"Logitech Monitors Premium",Monitors,Logitech,"Premium 5549",SN00000792,"Industrial equipment - Unit 792",good
AST00793,"Dell Monitors Pro",Monitors,Dell,"Pro 2387",SN00000793,"Compact model - Unit 793",good
AST00794,"Samsung Computers Standard",Computers,Samsung,"Standard 3993",SN00000794,"Consumer grade - Unit 794",good
AST00795,"Lenovo Cameras Plus",Cameras,Lenovo,"Plus 4714",SN00000795,"Professional grade - Unit 795",damage
AST00796,"Samsung Networking Plus",Networking,Samsung,"Plus 7809",SN00000796,"Budget friendly - Unit 796",damage
AST00797,"Netgear Audio Lite",Audio,Netgear,"Lite 7943",SN00000797,"Desktop unit - Unit 797",good
AST00798,"Samsung Accessories Plus",Accessories,Samsung,"Plus 2757",SN00000798,"Compact model - Unit 798",good
AST00799,"Lenovo Projectors Lite",Projectors,Lenovo,"Lite 9221",SN00000799,"Reliable office equipment - Unit 799",good
AST00800,"Apple Monitors Basic",Monitors,Apple,"Basic 1715",SN00000800,"Enterprise solution - Unit 800",damage
AST00801,"Razer Storage Plus",Storage,Razer,"Plus 3423",SN00000801,"Enterprise solution - Unit 801",damage
AST00802,"HP Printers Basic",Printers,HP,"Basic 4429",SN00000802,"Reliable office equipment - Unit 802",good
AST00803,"Samsung Audio Basic",Audio,Samsung,"Basic 5283",SN00000803,"Enterprise solution - Unit 803",good
AST00804,"ASUS Networking Ultra",Networking,ASUS,"Ultra 9813",SN00000804,"Compact model - Unit 804",good
AST00805,"Netgear Storage Max",Storage,Netgear,"Max 9189",SN00000805,"Professional grade - Unit 805",good
AST00806,"Corsair Peripherals Premium",Peripherals,Corsair,"Premium 8145",SN00000806,"Reliable office equipment - Unit 806",damage
AST00807,"Epson Projectors Pro",Projectors,Epson,"Pro 1045",SN00000807,"Desktop unit - Unit 807",damage
AST00808,"Corsair Computers Max",Computers,Corsair,"Max 1758",SN00000808,"Compact model - Unit 808",good
AST00809,"Lenovo Monitors Ultra",Monitors,Lenovo,"Ultra 6629",SN00000809,"Desktop unit - Unit 809",damage
AST00810,"HP Networking Advanced",Networking,HP,"Advanced 4984",SN00000810,"Budget friendly - Unit 810",damage
AST00811,"Apple Accessories Max",Accessories,Apple,"Max 1808",SN00000811,"Consumer grade - Unit 811",damage
AST00812,"Logitech Networking Premium",Networking,Logitech,"Premium 1864",SN00000812,"Compact model - Unit 812",damage
AST00813,"Lenovo Projectors Basic",Projectors,Lenovo,"Basic 5012",SN00000813,"Consumer grade - Unit 813",good
AST00814,"Dell Accessories Max",Accessories,Dell,"Max 3163",SN00000814,"Industrial equipment - Unit 814",damage
AST00815,"Razer Audio Lite",Audio,Razer,"Lite 3291",SN00000815,"Compact model - Unit 815",good
AST00816,"Lenovo Accessories Deluxe",Accessories,Lenovo,"Deluxe 2577",SN00000816,"Compact model - Unit 816",damage
AST00817,"Epson Projectors Premium",Projectors,Epson,"Premium 2709",SN00000817,"Industrial equipment - Unit 817",good
AST00818,"Netgear Cameras Premium",Cameras,Netgear,"Premium 6004",SN00000818,"Enterprise solution - Unit 818",damage
AST00819,"Lenovo Cameras Plus",Cameras,Lenovo,"Plus 7023",SN00000819,"Professional grade - Unit 819",good
AST00820,"HP Computers Plus",Computers,HP,"Plus 8748",SN00000820,"Compact model - Unit 820",damage
AST00821,"Dell Computers Max",Computers,Dell,"Max 7469",SN00000821,"Budget friendly - Unit 821",damage
AST00822,"Samsung Printers Plus",Printers,Samsung,"Plus 2856",SN00000822,"Compact model - Unit 822",good
AST00823,"Corsair Accessories Lite",Accessories,Corsair,"Lite 1725",SN00000823,"Desktop unit - Unit 823",good
AST00824,"Netgear Projectors Max",Projectors,Netgear,"Max 3210",SN00000824,"Portable device - Unit 824",damage
AST00825,"HP Peripherals Ultra",Peripherals,HP,"Ultra 4823",SN00000825,"Budget friendly - Unit 825",damage
AST00826,"Canon Printers Premium",Printers,Canon,"Premium 4133",SN00000826,"Enterprise solution - Unit 826",good
AST00827,"Acer Audio Lite",Audio,Acer,"Lite 6775",SN00000827,"Portable device - Unit 827",good
AST00828,"Lenovo Computers Lite",Computers,Lenovo,"Lite 5696",SN00000828,"High-performance device - Unit 828",good
AST00829,"Razer Monitors Pro",Monitors,Razer,"Pro 3354",SN00000829,"Desktop unit - Unit 829",good
AST00830,"Razer Peripherals Basic",Peripherals,Razer,"Basic 4184",SN00000830,"Compact model - Unit 830",damage
AST00831,"Dell Accessories Deluxe",Accessories,Dell,"Deluxe 7989",SN00000831,"Compact model - Unit 831",damage
AST00832,"HP Computers Advanced",Computers,HP,"Advanced 7194",SN00000832,"Budget friendly - Unit 832",damage
AST00833,"Epson Networking Deluxe",Networking,Epson,"Deluxe 6185",SN00000833,"Industrial equipment - Unit 833",damage
AST00834,"Netgear Cameras Max",Cameras,Netgear,"Max 2890",SN00000834,"Industrial equipment - Unit 834",good
AST00835,"Razer Accessories Deluxe",Accessories,Razer,"Deluxe 8706",SN00000835,"Compact model - Unit 835",damage
AST00836,"Apple Accessories Advanced",Accessories,Apple,"Advanced 3171",SN00000836,"Reliable office equipment - Unit 836",damage
AST00837,"Razer Networking Max",Networking,Razer,"Max 9605",SN00000837,"Desktop unit - Unit 837",good
AST00838,"Epson Computers Advanced",Computers,Epson,"Advanced 6692",SN00000838,"Consumer grade - Unit 838",damage
AST00839,"Microsoft Monitors Advanced",Monitors,Microsoft,"Advanced 2957",SN00000839,"Reliable office equipment - Unit 839",damage
AST00840,"Epson Accessories Pro",Accessories,Epson,"Pro 3482",SN00000840,"Portable device - Unit 840",good
AST00841,"Epson Storage Advanced",Storage,Epson,"Advanced 5201",SN00000841,"Desktop unit - Unit 841",good
AST00842,"Apple Peripherals Standard",Peripherals,Apple,"Standard 6336",SN00000842,"Compact model - Unit 842",damage
AST00843,"Epson Cameras Premium",Cameras,Epson,"Premium 8836",SN00000843,"Desktop unit - Unit 843",good
AST00844,"Microsoft Storage Advanced",Storage,Microsoft,"Advanced 2533",SN00000844,"Desktop unit - Unit 844",good
AST00845,"Samsung Peripherals Basic",Peripherals,Samsung,"Basic 9902",SN00000845,"High-performance device - Unit 845",damage
AST00846,"Netgear Peripherals Basic",Peripherals,Netgear,"Basic 3660",SN00000846,"Budget friendly - Unit 846",good
AST00847,"Samsung Networking Deluxe",Networking,Samsung,"Deluxe 5712",SN00000847,"Compact model - Unit 847",damage
AST00848,"Samsung Cameras Lite",Cameras,Samsung,"Lite 3546",SN00000848,"High-performance device - Unit 848",damage
AST00849,"ASUS Printers Advanced",Printers,ASUS,"Advanced 9637",SN00000849,"Portable device - Unit 849",good
AST00850,"HP Monitors Premium",Monitors,HP,"Premium 1016",SN00000850,"Enterprise solution - Unit 850",good
AST00851,"Acer Projectors Ultra",Projectors,Acer,"Ultra 8888",SN00000851,"Reliable office equipment - Unit 851",good
AST00852,"Epson Monitors Lite",Monitors,Epson,"Lite 4094",SN00000852,"Professional grade - Unit 852",damage
AST00853,"LG Monitors Advanced",Monitors,LG,"Advanced 1998",SN00000853,"Professional grade - Unit 853",damage
AST00854,"LG Computers Deluxe",Computers,LG,"Deluxe 4309",SN00000854,"Desktop unit - Unit 854",good
AST00855,"Corsair Peripherals Max",Peripherals,Corsair,"Max 2364",SN00000855,"High-performance device - Unit 855",damage
AST00856,"Apple Computers Pro",Computers,Apple,"Pro 6384",SN00000856,"Compact model - Unit 856",damage
AST00857,"Apple Audio Plus",Audio,Apple,"Plus 6533",SN00000857,"Consumer grade - Unit 857",good
AST00858,"Samsung Peripherals Deluxe",Peripherals,Samsung,"Deluxe 8745",SN00000858,"Industrial equipment - Unit 858",damage
AST00859,"Epson Networking Basic",Networking,Epson,"Basic 4453",SN00000859,"Portable device - Unit 859",good
AST00860,"Corsair Monitors Standard",Monitors,Corsair,"Standard 2431",SN00000860,"Enterprise solution - Unit 860",good
AST00861,"Samsung Cameras Plus",Cameras,Samsung,"Plus 6392",SN00000861,"Desktop unit - Unit 861",damage
AST00862,"Acer Storage Lite",Storage,Acer,"Lite 9159",SN00000862,"Desktop unit - Unit 862",damage
AST00863,"Microsoft Printers Advanced",Printers,Microsoft,"Advanced 2271",SN00000863,"Professional grade - Unit 863",damage
AST00864,"Netgear Accessories Plus",Accessories,Netgear,"Plus 7842",SN00000864,"Enterprise solution - Unit 864",damage
AST00865,"LG Peripherals Standard",Peripherals,LG,"Standard 9600",SN00000865,"High-performance device - Unit 865",damage
AST00866,"ASUS Networking Basic",Networking,ASUS,"Basic 2620",SN00000866,"Industrial equipment - Unit 866",good
AST00867,"Dell Networking Deluxe",Networking,Dell,"Deluxe 4829",SN00000867,"Compact model - Unit 867",good
AST00868,"Apple Storage Advanced",Storage,Apple,"Advanced 8354",SN00000868,"Desktop unit - Unit 868",damage
AST00869,"Epson Monitors Ultra",Monitors,Epson,"Ultra 7902",SN00000869,"Reliable office equipment - Unit 869",good
AST00870,"HP Cameras Deluxe",Cameras,HP,"Deluxe 1648",SN00000870,"Enterprise solution - Unit 870",damage
AST00871,"Dell Storage Deluxe",Storage,Dell,"Deluxe 1814",SN00000871,"Enterprise solution - Unit 871",good
AST00872,"HP Cameras Standard",Cameras,HP,"Standard 9970",SN00000872,"Compact model - Unit 872",good
AST00873,"Netgear Monitors Standard",Monitors,Netgear,"Standard 6250",SN00000873,"Professional grade - Unit 873",good
AST00874,"Corsair Cameras Max",Cameras,Corsair,"Max 7115",SN00000874,"Industrial equipment - Unit 874",good
AST00875,"Lenovo Monitors Max",Monitors,Lenovo,"Max 4476",SN00000875,"Budget friendly - Unit 875",good
AST00876,"LG Storage Max",Storage,LG,"Max 2223",SN00000876,"Industrial equipment - Unit 876",damage
AST00877,"Microsoft Networking Pro",Networking,Microsoft,"Pro 3261",SN00000877,"Compact model - Unit 877",good
AST00878,"Apple Networking Advanced",Networking,Apple,"Advanced 7655",SN00000878,"Budget friendly - Unit 878",good
AST00879,"Epson Cameras Premium",Cameras,Epson,"Premium 1597",SN00000879,"Compact model - Unit 879",damage
AST00880,"Apple Audio Lite",Audio,Apple,"Lite 2886",SN00000880,"Industrial equipment - Unit 880",damage
AST00881,"Microsoft Networking Ultra",Networking,Microsoft,"Ultra 5747",SN00000881,"Reliable office equipment - Unit 881",good
AST00882,"Razer Projectors Ultra",Projectors,Razer,"Ultra 3407",SN00000882,"Reliable office equipment - Unit 882",damage
AST00883,"Microsoft Peripherals Premium",Peripherals,Microsoft,"Premium 9494",SN00000883,"Consumer grade - Unit 883",good
AST00884,"Dell Projectors Deluxe",Projectors,Dell,"Deluxe 5546",SN00000884,"Reliable office equipment - Unit 884",damage
AST00885,"Samsung Cameras Standard",Cameras,Samsung,"Standard 8819",SN00000885,"Industrial equipment - Unit 885",damage
AST00886,"Epson Storage Deluxe",Storage,Epson,"Deluxe 8319",SN00000886,"High-performance device - Unit 886",damage
AST00887,"Razer Monitors Max",Monitors,Razer,"Max 9274",SN00000887,"High-performance device - Unit 887",damage
AST00888,"Apple Audio Pro",Audio,Apple,"Pro 6491",SN00000888,"Portable device - Unit 888",damage
AST00889,"LG Cameras Plus",Cameras,LG,"Plus 6317",SN00000889,"Budget friendly - Unit 889",damage
AST00890,"Apple Accessories Standard",Accessories,Apple,"Standard 8076",SN00000890,"High-performance device - Unit 890",good
AST00891,"Canon Monitors Ultra",Monitors,Canon,"Ultra 2536",SN00000891,"Budget friendly - Unit 891",damage
AST00892,"Dell Peripherals Deluxe",Peripherals,Dell,"Deluxe 3510",SN00000892,"Desktop unit - Unit 892",good
AST00893,"Corsair Accessories Standard",Accessories,Corsair,"Standard 9558",SN00000893,"Budget friendly - Unit 893",damage
AST00894,"LG Cameras Lite",Cameras,LG,"Lite 8605",SN00000894,"Budget friendly - Unit 894",good
AST00895,"Lenovo Peripherals Premium",Peripherals,Lenovo,"Premium 5227",SN00000895,"High-performance device - Unit 895",good
AST00896,"LG Monitors Plus",Monitors,LG,"Plus 6057",SN00000896,"Portable device - Unit 896",good
AST00897,"Acer Printers Basic",Printers,Acer,"Basic 9682",SN00000897,"Enterprise solution - Unit 897",good
AST00898,"Microsoft Projectors Deluxe",Projectors,Microsoft,"Deluxe 7500",SN00000898,"High-performance device - Unit 898",good
AST00899,"Netgear Cameras Standard",Cameras,Netgear,"Standard 6906",SN00000899,"Desktop unit - Unit 899",good
AST00900,"HP Networking Advanced",Networking,HP,"Advanced 6184",SN00000900,"Enterprise solution - Unit 900",damage
AST00901,"Microsoft Computers Ultra",Computers,Microsoft,"Ultra 7828",SN00000901,"Reliable office equipment - Unit 901",good
AST00902,"HP Storage Lite",Storage,HP,"Lite 9740",SN00000902,"Budget friendly - Unit 902",damage
AST00903,"Microsoft Audio Deluxe",Audio,Microsoft,"Deluxe 5329",SN00000903,"Portable device - Unit 903",damage
AST00904,"Apple Storage Pro",Storage,Apple,"Pro 7055",SN00000904,"Desktop unit - Unit 904",good
AST00905,"Razer Cameras Ultra",Cameras,Razer,"Ultra 4531",SN00000905,"Reliable office equipment - Unit 905",good
AST00906,"Canon Projectors Ultra",Projectors,Canon,"Ultra 1918",SN00000906,"Compact model - Unit 906",good
AST00907,"Apple Audio Basic",Audio,Apple,"Basic 4864",SN00000907,"High-performance device - Unit 907",good
AST00908,"Logitech Cameras Ultra",Cameras,Logitech,"Ultra 3789",SN00000908,"Professional grade - Unit 908",good
AST00909,"Samsung Accessories Pro",Accessories,Samsung,"Pro 6232",SN00000909,"Compact model - Unit 909",good
AST00910,"Lenovo Audio Lite",Audio,Lenovo,"Lite 7995",SN00000910,"Portable device - Unit 910",good
AST00911,"Razer Audio Deluxe",Audio,Razer,"Deluxe 2679",SN00000911,"Budget friendly - Unit 911",damage
AST00912,"Netgear Peripherals Pro",Peripherals,Netgear,"Pro 1471",SN00000912,"Consumer grade - Unit 912",good
AST00913,"Netgear Networking Lite",Networking,Netgear,"Lite 4955",SN00000913,"Industrial equipment - Unit 913",good
AST00914,"Razer Computers Ultra",Computers,Razer,"Ultra 6931",SN00000914,"Portable device - Unit 914",good
AST00915,"Acer Peripherals Max",Peripherals,Acer,"Max 5553",SN00000915,"High-performance device - Unit 915",good
AST00916,"Epson Computers Plus",Computers,Epson,"Plus 6462",SN00000916,"Portable device - Unit 916",damage
AST00917,"ASUS Cameras Basic",Cameras,ASUS,"Basic 9448",SN00000917,"Budget friendly - Unit 917",damage
AST00918,"Razer Computers Deluxe",Computers,Razer,"Deluxe 7237",SN00000918,"High-performance device - Unit 918",good
AST00919,"Netgear Printers Premium",Printers,Netgear,"Premium 3453",SN00000919,"Reliable office equipment - Unit 919",damage
AST00920,"Apple Networking Plus",Networking,Apple,"Plus 7363",SN00000920,"Reliable office equipment - Unit 920",damage
AST00921,"Logitech Networking Pro",Networking,Logitech,"Pro 1737",SN00000921,"Professional grade - Unit 921",good
AST00922,"Lenovo Audio Ultra",Audio,Lenovo,"Ultra 1884",SN00000922,"High-performance device - Unit 922",damage
AST00923,"ASUS Cameras Max",Cameras,ASUS,"Max 1734",SN00000923,"Compact model - Unit 923",good
AST00924,"Microsoft Networking Basic",Networking,Microsoft,"Basic 1946",SN00000924,"Enterprise solution - Unit 924",good
AST00925,"ASUS Networking Premium",Networking,ASUS,"Premium 3941",SN00000925,"Compact model - Unit 925",good
AST00926,"Acer Printers Ultra",Printers,Acer,"Ultra 1374",SN00000926,"Compact model - Unit 926",damage
AST00927,"Samsung Projectors Standard",Projectors,Samsung,"Standard 8838",SN00000927,"Professional grade - Unit 927",good
AST00928,"Logitech Projectors Plus",Projectors,Logitech,"Plus 8571",SN00000928,"Professional grade - Unit 928",good
AST00929,"Razer Networking Standard",Networking,Razer,"Standard 1508",SN00000929,"High-performance device - Unit 929",damage
AST00930,"Netgear Peripherals Advanced",Peripherals,Netgear,"Advanced 2409",SN00000930,"Desktop unit - Unit 930",damage
AST00931,"Netgear Peripherals Lite",Peripherals,Netgear,"Lite 9441",SN00000931,"Consumer grade - Unit 931",damage
AST00932,"Corsair Cameras Premium",Cameras,Corsair,"Premium 9968",SN00000932,"Industrial equipment - Unit 932",good
AST00933,"HP Cameras Basic",Cameras,HP,"Basic 4472",SN00000933,"Professional grade - Unit 933",good
AST00934,"HP Projectors Deluxe",Projectors,HP,"Deluxe 7662",SN00000934,"Enterprise solution - Unit 934",good
AST00935,"ASUS Computers Deluxe",Computers,ASUS,"Deluxe 2897",SN00000935,"Portable device - Unit 935",damage
AST00936,"Samsung Monitors Standard",Monitors,Samsung,"Standard 4321",SN00000936,"Professional grade - Unit 936",good
AST00937,"Samsung Projectors Premium",Projectors,Samsung,"Premium 8324",SN00000937,"Consumer grade - Unit 937",damage
AST00938,"Corsair Cameras Ultra",Cameras,Corsair,"Ultra 8134",SN00000938,"Portable device - Unit 938",good
AST00939,"ASUS Cameras Basic",Cameras,ASUS,"Basic 2365",SN00000939,"Desktop unit - Unit 939",good
AST00940,"Corsair Storage Plus",Storage,Corsair,"Plus 3161",SN00000940,"Reliable office equipment - Unit 940",good
AST00941,"Corsair Printers Standard",Printers,Corsair,"Standard 9986",SN00000941,"High-performance device - Unit 941",damage
AST00942,"Netgear Computers Premium",Computers,Netgear,"Premium 8713",SN00000942,"Portable device - Unit 942",good
AST00943,"Apple Monitors Standard",Monitors,Apple,"Standard 5548",SN00000943,"Enterprise solution - Unit 943",good
AST00944,"Corsair Audio Advanced",Audio,Corsair,"Advanced 4575",SN00000944,"Portable device - Unit 944",good
AST00945,"HP Monitors Advanced",Monitors,HP,"Advanced 7664",SN00000945,"Professional grade - Unit 945",good
AST00946,"HP Projectors Pro",Projectors,HP,"Pro 5457",SN00000946,"Enterprise solution - Unit 946",good
AST00947,"Acer Accessories Ultra",Accessories,Acer,"Ultra 4985",SN00000947,"High-performance device - Unit 947",damage
AST00948,"Razer Networking Premium",Networking,Razer,"Premium 1429",SN00000948,"Consumer grade - Unit 948",damage
AST00949,"Netgear Networking Premium",Networking,Netgear,"Premium 5304",SN00000949,"Reliable office equipment - Unit 949",good
AST00950,"Razer Monitors Premium",Monitors,Razer,"Premium 6820",SN00000950,"Consumer grade - Unit 950",good
AST00951,"Logitech Accessories Basic",Accessories,Logitech,"Basic 7292",SN00000951,"Consumer grade - Unit 951",damage
AST00952,"Microsoft Monitors Ultra",Monitors,Microsoft,"Ultra 8425",SN00000952,"Portable device - Unit 952",good
AST00953,"Netgear Storage Advanced",Storage,Netgear,"Advanced 6817",SN00000953,"Compact model - Unit 953",damage
AST00954,"Netgear Monitors Max",Monitors,Netgear,"Max 7308",SN00000954,"Portable device - Unit 954",damage
AST00955,"Epson Printers Lite",Printers,Epson,"Lite 4116",SN00000955,"Budget friendly - Unit 955",good
AST00956,"Apple Accessories Deluxe",Accessories,Apple,"Deluxe 3398",SN00000956,"Enterprise solution - Unit 956",damage
AST00957,"Dell Accessories Ultra",Accessories,Dell,"Ultra 3437",SN00000957,"Enterprise solution - Unit 957",good
AST00958,"LG Peripherals Ultra",Peripherals,LG,"Ultra 4031",SN00000958,"Consumer grade - Unit 958",good
AST00959,"Netgear Cameras Deluxe",Cameras,Netgear,"Deluxe 6081",SN00000959,"Industrial equipment - Unit 959",damage
AST00960,"Samsung Computers Lite",Computers,Samsung,"Lite 3306",SN00000960,"Compact model - Unit 960",good
AST00961,"Corsair Cameras Plus",Cameras,Corsair,"Plus 6174",SN00000961,"Desktop unit - Unit 961",damage
AST00962,"Razer Storage Pro",Storage,Razer,"Pro 1223",SN00000962,"Consumer grade - Unit 962",damage
AST00963,"Epson Accessories Ultra",Accessories,Epson,"Ultra 1223",SN00000963,"Budget friendly - Unit 963",good
AST00964,"Netgear Computers Premium",Computers,Netgear,"Premium 6609",SN00000964,"Consumer grade - Unit 964",damage
AST00965,"Netgear Accessories Lite",Accessories,Netgear,"Lite 5005",SN00000965,"Enterprise solution - Unit 965",damage
AST00966,"Microsoft Projectors Standard",Projectors,Microsoft,"Standard 8054",SN00000966,"High-performance device - Unit 966",damage
AST00967,"LG Accessories Standard",Accessories,LG,"Standard 1010",SN00000967,"Consumer grade - Unit 967",good
AST00968,"Lenovo Monitors Ultra",Monitors,Lenovo,"Ultra 4847",SN00000968,"Enterprise solution - Unit 968",good
AST00969,"Apple Storage Plus",Storage,Apple,"Plus 9579",SN00000969,"Professional grade - Unit 969",good
AST00970,"HP Cameras Deluxe",Cameras,HP,"Deluxe 9132",SN00000970,"Enterprise solution - Unit 970",good
AST00971,"ASUS Peripherals Pro",Peripherals,ASUS,"Pro 8167",SN00000971,"Industrial equipment - Unit 971",damage
AST00972,"HP Networking Lite",Networking,HP,"Lite 9484",SN00000972,"Professional grade - Unit 972",damage
AST00973,"LG Audio Max",Audio,LG,"Max 8036",SN00000973,"Budget friendly - Unit 973",damage
AST00974,"Microsoft Cameras Premium",Cameras,Microsoft,"Premium 9318",SN00000974,"Desktop unit - Unit 974",good
AST00975,"Razer Monitors Advanced",Monitors,Razer,"Advanced 7996",SN00000975,"Consumer grade - Unit 975",damage
AST00976,"Razer Accessories Premium",Accessories,Razer,"Premium 8304",SN00000976,"Compact model - Unit 976",damage
